newid,year_month,dcf,dcs,dcn,dlcf,dlcs,dlcn,dnumadult,dnumkids,age,taxreb,ltaxreb,l2taxreb
120102,200109,-39,-1021.0,-721.0,-0.048790164,-0.42952096,-0.26728854,0,0,55.0,0,0.0,0.0
120104,200109,582,536.0,-2294.0,0.27352834,0.13576709,-0.3575552,0,0,39.5,575,0.0,0.0
120104,200112,-64,-520.0,-627.0,-0.026668247,-0.13143574,-0.124975786,0,0,40.0,0,575.0,0.0
120104,200203,336,164.0,-36.0,0.13268644,0.043347165,-0.0076726717,0,0,40.0,0,0.0,575.0
120105,200108,2166,2587.0,2405.0,1.349048,0.6730884,0.57298917,0,0,28.0,0,0.0,0.0
120105,200111,-2355,-2533.0,-1808.0,-1.6354134,-0.6532421,-0.3973372,0,0,29.0,600,0.0,0.0
120105,200202,1051,1001.0,199.0,1.0451622,0.31061578,0.052304655,0,0,29.0,0,600.0,0.0
120106,200109,-66,-288.0,-171.0,-0.05012439,-0.13716185,-0.07238191,0,0,71.0,0,0.0,0.0
120106,200112,42,182.0,223.0,0.032186687,0.08883887,0.09339279,0,0,71.0,0,0.0,0.0
120106,200203,338,595.0,601.0,0.22705746,0.24522398,0.21535641,0,0,72.0,0,0.0,0.0
120107,200107,1090,2336.0,2094.0,0.28169402,0.30862665,0.2300875,0,0,65.0,0,0.0,0.0
120107,200110,53,-2100.0,-2500.0,0.011866254,-0.2727511,-0.28154987,0,0,65.0,600,0.0,0.0
120107,200201,-1784,-1817.0,-171.0,-0.5059411,-0.31651443,-0.022493549,0,0,65.0,0,600.0,0.0
120108,200107,592,1080.0,985.0,0.2689998,0.32384735,0.2272274,2,0,39.0,0,0.0,0.0
120108,200110,-949,-960.0,-974.0,-0.47495613,-0.28223246,-0.22438246,0,0,39.5,0,0.0,0.0
120108,200201,134,50.0,686.0,0.0823561,0.016841086,0.16311276,-1,0,39.5,0,0.0,0.0
120109,200109,362,-261.0,859.0,0.38870248,-0.12465437,0.2528389,0,0,69.0,300,0.0,0.0
120109,200112,-452,-165.0,-1282.0,-0.5143907,-0.08765896,-0.40559515,0,0,69.0,300,300.0,0.0
120109,200203,-45,140.0,290.0,-0.0693118,0.074861236,0.10719263,0,0,69.0,0,300.0,300.0
120110,200109,1334,605.0,670.0,0.74747753,0.15205449,0.14264308,0,0,32.0,300,0.0,0.0
120110,200112,-22,488.0,1158.0,-0.008719834,0.107759126,0.20682058,0,0,33.0,0,300.0,0.0
120114,200107,-770,-757.0,-812.0,-0.7611519,-0.31746608,-0.2950513,0,0,85.0,0,0.0,0.0
120114,200110,290,172.0,247.0,0.3574154,0.08148445,0.099298224,0,0,85.0,0,0.0,0.0
120114,200201,30,698.0,1028.0,0.030614635,0.27578261,0.3317594,0,0,85.0,0,0.0,0.0
120117,200107,-396,-951.0,-986.0,-0.67116827,-0.4257199,-0.4116443,0,0,46.0,0,0.0,0.0
120117,200110,163,-278.0,-104.0,0.3319763,-0.16857716,-0.055215724,0,0,46.0,220,0.0,0.0
120117,200201,1273,1194.0,1296.0,1.1650987,0.5814552,0.53498554,0,0,46.0,0,220.0,0.0
120118,200109,67,-180.0,-206.0,0.07647764,-0.15864323,-0.14988053,0,0,85.0,0,0.0,0.0
120118,200112,29,48.0,16.0,0.03137088,0.04482543,0.012480661,0,0,85.0,0,0.0,0.0
120118,200203,-50,0.0,366.0,-0.054718245,0.0,0.24976283,0,0,85.0,0,0.0,0.0
120119,200107,-115,-260.0,-537.0,-0.16290347,-0.16174212,-0.26575986,0,0,59.5,0,0.0,0.0
120119,200110,185,166.0,375.0,0.25045937,0.10623792,0.19275448,0,0,60.0,600,0.0,0.0
120119,200201,35,684.0,488.0,0.041061487,0.3473419,0.20550407,0,0,60.0,0,600.0,0.0
120122,200108,39,-965.0,-564.0,0.018585239,-0.2292116,-0.11341994,0,0,54.5,0,0.0,0.0
120122,200202,-343,-667.0,-171.0,-0.10897934,-0.109408475,-0.022041235,0,0,55.0,0,600.0,0.0
120124,200107,-736,-877.0,-1212.0,-0.48472524,-0.38801646,-0.4821989,0,0,45.0,0,0.0,0.0
120125,200108,-703,-875.0,-1066.0,-0.63060665,-0.41966653,-0.37168005,0,0,38.0,0,0.0,0.0
120125,200111,-355,-451.0,-725.0,-0.5865374,-0.31303045,-0.36552188,0,0,38.0,0,0.0,0.0
120125,200202,8,965.0,1356.0,0.017817844,0.5802422,0.6017551,0,0,38.0,0,0.0,0.0
120127,200109,-167,-229.0,-47.0,-0.22898164,-0.16224967,-0.029758448,0,0,54.0,0,0.0,0.0
120127,200112,-40,-60.0,-141.0,-0.06361445,-0.047252886,-0.0949889,0,0,54.0,0,0.0,0.0
120130,200109,651,-152.0,-780.0,0.571729,-0.074801214,-0.33544976,0,0,21.0,0,0.0,0.0
120130,200112,-246,-89.0,-68.0,-0.17978297,-0.046544347,-0.0353651,0,1,21.0,300,0.0,0.0
120130,200203,110,276.0,313.0,0.08440591,0.13780491,0.15331845,0,0,27.5,0,300.0,0.0
120131,200108,-895,-1291.0,-1455.0,-0.31761795,-0.25728145,-0.24545494,0,0,42.5,0,0.0,0.0
120131,200111,-439,-30.0,-309.0,-0.20257542,-0.006841532,-0.060899515,0,0,43.0,600,0.0,0.0
120131,200202,695,760.0,1144.0,0.30416945,0.16034265,0.20902278,0,0,43.0,0,600.0,0.0
120132,200107,-556,-668.0,-748.0,-0.15296091,-0.11955586,-0.105868004,0,0,45.0,0,0.0,0.0
120132,200110,1076,1543.0,1159.0,0.27752364,0.25723267,0.15959588,0,0,45.5,600,0.0,0.0
120132,200201,-689,-740.0,962.0,-0.16863191,-0.11515897,0.11550363,0,0,45.5,0,600.0,0.0
120133,200108,-984,-1781.0,-2054.0,-0.5465437,-0.5030865,-0.50530463,0,0,26.5,0,0.0,0.0
120133,200111,-123,-72.0,-275.0,-0.09531018,-0.026787316,-0.09214617,0,0,27.0,0,0.0,0.0
120136,200107,2,-1208.0,-1379.0,0.0014936522,-0.33770669,-0.36959374,0,0,53.5,0,0.0,0.0
120136,200110,454,-435.0,-294.0,0.29177815,-0.1562591,-0.100185856,0,0,54.0,0,0.0,0.0
120137,200107,299,110.0,204.0,0.61618614,0.06767649,0.099838346,0,0,66.5,0,0.0,0.0
120137,200110,-221,-669.0,-723.0,-0.41551545,-0.5074603,-0.4106017,0,0,66.5,0,0.0,0.0
120137,200201,236,838.0,915.0,0.4383301,0.60325706,0.49625367,0,0,66.5,0,0.0,0.0
120138,200107,387,157.0,-248.0,0.34020498,0.06483178,-0.07489161,0,0,27.0,0,0.0,0.0
120138,200110,-332,-215.0,249.0,-0.2842107,-0.08988709,0.07518252,0,0,27.5,600,0.0,0.0
120138,200201,355,424.0,469.0,0.3012041,0.17014506,0.1278799,0,0,28.0,0,600.0,0.0
120139,200107,-845,-1164.0,-1935.0,-0.7801586,-0.27102906,-0.27082318,0,0,60.0,0,0.0,0.0
120139,200110,1186,1319.0,1313.0,0.9778528,0.30215296,0.19149545,0,0,60.0,0,0.0,0.0
120140,200108,154,143.0,270.0,0.1998867,0.09094283,0.14234513,0,0,68.0,0,0.0,0.0
120142,200107,-1170,-4706.0,-5030.0,-1.9459101,-1.5003695,-1.5019933,0,0,52.5,0,0.0,0.0
120142,200110,70,4039.0,4284.0,0.30673027,1.3837004,1.3795053,0,0,52.5,600,0.0,0.0
120142,200201,200,-3731.0,-3826.0,0.5623076,-1.1783304,-1.1035151,0,0,53.5,0,600.0,0.0
120143,200109,-202,61.0,-77.0,-0.12088819,0.020703267,-0.023494598,0,0,47.0,0,0.0,0.0
120143,200203,-806,-1063.0,-889.0,-0.47632352,-0.36717886,-0.26951173,0,0,39.0,0,0.0,0.0
120144,200109,1029,719.0,1345.0,0.98838264,0.30911323,0.3575694,0,0,34.0,0,0.0,0.0
120144,200112,-649,9.0,-739.0,-0.5041366,0.0033228756,-0.18053505,1,-1,34.0,336,0.0,0.0
120144,200203,379,341.0,-163.0,0.3241309,0.118397176,-0.044622157,0,0,34.0,0,336.0,0.0
120145,200109,-1480,-855.0,-1373.0,-0.6552264,-0.20371717,-0.30957335,0,0,42.0,0,0.0,0.0
120146,200109,104,-163.0,393.0,0.22362536,-0.12618184,0.12391837,0,0,85.0,0,0.0,0.0
120146,200112,66,171.0,-395.0,0.119707964,0.13198316,-0.12458996,0,0,85.0,300,0.0,0.0
120146,200203,-35,158.0,-61.0,-0.061693568,0.10817651,-0.020703267,0,0,85.0,0,300.0,0.0
120147,200109,-96,-161.0,-672.0,-0.17924936,-0.108122654,-0.3457364,0,0,79.0,125,0.0,0.0
120147,200112,72,123.0,515.0,0.13735841,0.083636895,0.27500215,0,0,79.5,125,125.0,0.0
120147,200203,18,219.0,818.0,0.031581573,0.13353139,0.32344928,0,0,79.5,0,125.0,125.0
120148,200109,-156,-601.0,-1810.0,-0.11559858,-0.1920196,-0.40778047,0,0,38.0,0,0.0,0.0
120148,200112,-792,-475.0,-216.0,-0.97326434,-0.18309678,-0.061964184,2,1,38.5,0,0.0,0.0
120148,200203,413,494.0,588.0,0.6198385,0.18976697,0.16043033,0,1,38.5,0,0.0,0.0
120151,200107,-93,-506.0,-136.0,-0.07543096,-0.18232156,-0.035411146,0,0,52.5,0,0.0,0.0
120151,200110,-427,415.0,414.0,-0.44586596,0.15188952,0.10411405,0,0,52.5,600,0.0,0.0
120151,200201,365,92.0,-337.0,0.39221987,0.030761369,-0.08391134,0,0,52.5,0,600.0,0.0
120152,200108,-759,-607.0,-281.0,-0.93198836,-0.41131553,-0.12916712,0,0,39.0,0,0.0,0.0
120154,200109,182,742.0,583.0,0.08133109,0.1696965,0.104192,0,0,35.5,0,0.0,0.0
120154,200112,-851,-1749.0,-1787.0,-0.45450208,-0.4587088,-0.36138976,0,0,36.0,600,0.0,0.0
120154,200203,150,1479.0,1326.0,0.096600145,0.40023795,0.27991754,0,0,36.0,0,600.0,0.0
120155,200111,585,1192.0,1094.0,0.27295506,0.376177,0.3039452,1,0,49.5,600,0.0,0.0
120155,200202,-149,100.0,602.0,-0.06277066,0.025961999,0.13472857,0,0,50.0,0,600.0,0.0
120156,200107,-1065,-2188.0,-1525.0,-0.39930177,-0.4599115,-0.23066875,0,0,36.0,0,0.0,0.0
120156,200110,1770,1897.0,1443.0,0.59645355,0.4096375,0.21953036,0,0,36.0,600,0.0,0.0
120156,200201,745,508.0,-38.0,0.1731852,0.086184196,-0.0052040652,0,0,36.0,0,600.0,0.0
120158,200108,113,-164.0,-123.0,0.24826184,-0.13980173,-0.070617564,0,0,55.0,0,0.0,0.0
120158,200111,331,949.0,595.0,0.49711335,0.6250035,0.30303067,0,0,55.0,300,0.0,0.0
120158,200202,-511,-908.0,-979.0,-0.92819566,-0.5881785,-0.5623656,0,0,56.0,0,300.0,0.0
120159,200108,-201,-86.0,-120.0,-0.18849441,-0.04760168,-0.06527603,0,0,35.0,0,0.0,0.0
120159,200111,-30,-30.0,44.0,-0.03144913,-0.017153079,0.024432087,0,0,35.0,0,0.0,0.0
120159,200202,295,350.0,270.0,0.27320072,0.18385825,0.13811494,0,0,35.0,0,0.0,0.0
120161,200109,850,2590.0,3488.0,0.36828876,0.39155185,0.36117962,-1,0,58.0,0,0.0,0.0
120161,200112,-1030,-3667.0,-4479.0,-0.4673251,-0.6138168,-0.49310878,-1,0,58.0,0,0.0,0.0
120161,200203,-345,-880.0,-1347.0,-0.22256535,-0.22737017,-0.21280864,0,0,58.5,0,0.0,0.0
120162,200107,-245,-867.0,-924.0,-0.35235527,-0.473139,-0.35501304,0,-1,39.0,0,0.0,0.0
120165,200112,-1216,-953.0,-1136.0,-0.5526568,-0.25728318,-0.27188134,0,0,41.5,0,0.0,0.0
120165,200203,635,868.0,917.0,0.32592794,0.2368424,0.22490218,0,0,41.5,0,0.0,0.0
120168,200108,-51,472.0,272.0,-0.07621312,0.29622835,0.15987043,0,0,22.0,0,0.0,0.0
120168,200111,71,-496.0,788.0,0.104583815,-0.3139149,0.35629463,0,0,22.0,300,0.0,0.0
120168,200202,-85,116.0,-462.0,-0.12656273,0.08272712,-0.19325982,0,0,22.0,0,300.0,0.0
120169,200108,90,-126.0,-560.0,0.07898841,-0.05613946,-0.18708609,0,0,56.0,0,0.0,0.0
120170,200108,-396,-384.0,-667.0,-0.18376389,-0.1013525,-0.14622784,0,0,36.0,0,0.0,0.0
120170,200111,-438,110.0,-92.0,-0.2524795,0.03009803,-0.021957923,0,0,36.0,0,0.0,0.0
120173,200108,159,216.0,222.0,0.28102732,0.17810087,0.15901902,0,0,40.0,0,0.0,0.0
120173,200111,-259,-412.0,-562.0,-0.509286,-0.37277275,-0.46551043,-1,0,40.5,0,0.0,0.0
120173,200202,129,188.0,353.0,0.28575715,0.18742546,0.31653398,0,0,40.5,0,0.0,0.0
120175,200107,400,4308.0,3367.0,0.21789548,0.80175585,0.4178667,0,0,52.0,0,0.0,0.0
120175,200110,1213,-147.0,1237.0,0.46608013,-0.018996501,0.11821125,0,0,52.0,600,0.0,0.0
120175,200201,-1760,-4008.0,-4420.0,-0.7777046,-0.74002135,-0.50812536,0,0,52.0,0,600.0,0.0
120177,200109,400,-385.0,549.0,0.61674035,-0.11350708,0.12143477,0,0,58.0,600,0.0,0.0
120178,200109,132,-875.0,-832.0,0.28211102,-0.8304621,-0.7687938,0,0,33.0,0,0.0,0.0
120179,200107,-270,-735.0,-684.0,-0.20763937,-0.30297142,-0.26502267,0,0,43.0,0,0.0,0.0
120179,200110,-72,-92.0,-269.0,-0.063513406,-0.045305632,-0.1270875,-1,0,44.0,0,0.0,0.0
120179,200201,-571,-564.0,-533.0,-0.7340451,-0.33425808,-0.312677,0,0,44.0,0,0.0,0.0
120180,200107,92,131.0,176.0,0.16797124,0.087710924,0.100598745,0,0,40.0,0,0.0,0.0
120180,200110,-322,-397.0,-581.0,-0.7790896,-0.29368293,-0.37969878,0,0,40.0,300,0.0,0.0
120180,200201,284,542.0,826.0,0.71309346,0.38256225,0.504766,0,0,40.0,0,300.0,0.0
120181,200112,-3072,-3899.0,-5210.0,-0.84953624,-0.58422965,-0.5454147,0,0,50.5,0,0.0,0.0
120181,200203,-1068,-1384.0,-2082.0,-0.6261607,-0.3308702,-0.34228054,0,0,51.0,0,0.0,0.0
120184,200109,244,32.0,328.0,0.15071622,0.009993837,0.049422532,0,0,64.0,600,0.0,0.0
120184,200112,-271,-735.0,-2740.0,-0.1688802,-0.25929254,-0.5155412,0,0,64.0,0,600.0,0.0
120184,200203,162,574.0,611.0,0.10434166,0.20796654,0.1401258,0,0,64.0,0,0.0,600.0
120185,200109,1079,195.0,514.0,0.51644886,0.04237462,0.08863285,0,0,53.0,0,0.0,0.0
120185,200112,-602,-684.0,-674.0,-0.25495255,-0.15727612,-0.11790681,0,0,53.5,0,0.0,0.0
120185,200203,-479,115.0,-52.0,-0.26275027,0.028233126,-0.009701569,0,0,54.0,0,0.0,0.0
120186,200109,318,362.0,-167.0,0.24546474,0.15233085,-0.04628788,0,0,47.0,0,0.0,0.0
120186,200112,-681,-911.0,-770.0,-0.6275825,-0.43940705,-0.246463,0,0,47.5,0,0.0,0.0
120186,200203,631,841.0,493.0,0.59276,0.41170445,0.16462198,0,0,47.5,0,0.0,0.0
120187,200109,31,363.0,890.0,0.16934085,0.54834235,0.86167717,0,0,85.0,0,0.0,0.0
120188,200107,-62,-1985.0,-1450.0,-0.08913944,-0.91372913,-0.49274483,0,0,45.0,0,0.0,0.0
120188,200110,-285,-173.0,-444.0,-0.5596158,-0.13946101,-0.21690482,0,0,45.0,0,0.0,0.0
120188,200201,47,163.0,198.0,0.11661276,0.1319081,0.10257431,0,0,45.0,0,0.0,0.0
120189,200109,357,422.0,643.0,0.3584849,0.25638005,0.2752842,0,0,30.0,500,0.0,0.0
120190,200109,-279,-156.0,198.0,-0.30578643,-0.07831396,0.07009238,0,0,85.0,0,0.0,0.0
120190,200112,-81,166.0,-17.0,-0.109643176,0.083130926,-0.005828921,0,0,85.0,0,0.0,0.0
120190,200203,81,-97.0,-87.0,0.109643176,-0.047733538,-0.030374128,0,0,85.0,0,0.0,0.0
120191,200107,330,-218.0,-153.0,0.5851057,-0.1797588,-0.04974209,0,0,84.5,0,0.0,0.0
120191,200110,205,290.0,647.0,0.24307777,0.23267342,0.19529262,0,0,84.5,0,0.0,0.0
120191,200201,-300,-325.0,100.0,-0.37948963,-0.26480103,0.027050609,0,0,84.5,0,0.0,0.0
120192,200109,-311,45.0,187.0,-0.43980074,0.028546182,0.09225171,0,0,85.0,0,0.0,0.0
120193,200108,1356,7171.0,8389.0,0.28225613,0.51166373,0.52678424,0,0,75.0,600,0.0,0.0
120193,200111,-3760,-14326.0,-15938.0,-1.1453915,-1.6099966,-1.5050541,0,0,75.5,0,600.0,0.0
120193,200202,341,-267.0,-380.0,0.17765465,-0.077531196,-0.08725127,0,0,75.5,0,0.0,600.0
120194,200108,-666,458.0,226.0,-0.15193093,0.054298036,0.023496246,0,0,50.0,0,0.0,0.0
120194,200111,-640,-1610.0,-960.0,-0.17158853,-0.205529,-0.1038546,0,0,50.5,600,0.0,0.0
120195,200109,-130,-313.0,-966.0,-0.12774952,-0.1438585,-0.28036895,0,0,32.5,600,0.0,0.0
120195,200112,585,439.0,458.0,0.47822446,0.19639248,0.14274344,0,0,33.0,0,600.0,0.0
120195,200203,-709,281.0,685.0,-0.61746246,0.10807818,0.18144985,0,0,33.0,0,0.0,600.0
120196,200108,474,1051.0,759.0,0.3476873,0.48382127,0.30161518,1,-1,38.0,0,0.0,0.0
120196,200111,-185,-576.0,-236.0,-0.12174067,-0.23599955,-0.08442623,0,0,38.0,45,0.0,0.0
120197,200109,141,645.0,910.0,0.12841628,0.3032116,0.36159343,0,3,44.0,0,0.0,0.0
120197,200112,384,-62.0,138.0,0.2838285,-0.025463387,0.04498803,0,0,44.0,0,0.0,0.0
120198,200109,-574,-916.0,-552.0,-0.4750228,-0.45198512,-0.19470562,0,0,37.0,0,0.0,0.0
120198,200112,435,490.0,255.0,0.3789877,0.26672158,0.09467276,0,0,37.0,600,0.0,0.0
120198,200203,478,487.0,752.0,0.2976037,0.20919095,0.23616503,0,0,37.0,0,600.0,0.0
120200,200108,671,288.0,547.0,0.29132965,0.07363407,0.113383554,0,0,31.0,0,0.0,0.0
120200,200111,-830,-991.0,-1518.0,-0.37486467,-0.28007,-0.35307014,0,0,31.0,0,0.0,0.0
120201,200107,331,1681.0,1642.0,0.28224862,0.5467943,0.5300521,0,0,52.0,0,0.0,0.0
120201,200110,-296,-1266.0,-1201.0,-0.24834707,-0.3815734,-0.35800022,0,0,52.0,565,0.0,0.0
120201,200201,-220,-579.0,-467.0,-0.23511975,-0.23886278,-0.18318214,0,0,52.5,0,565.0,0.0
120203,200108,-300,85.0,3551.0,-0.24512246,0.026321383,0.6860426,0,0,46.0,0,0.0,0.0
120203,200111,291,-449.0,-4188.0,0.23857936,-0.14760128,-0.8806548,0,0,46.0,0,0.0,0.0
120203,200202,-351,408.0,797.0,-0.29573777,0.13499154,0.23807369,0,0,46.0,0,0.0,0.0
120204,200108,56,-183.0,-61.0,0.058228504,-0.08965609,-0.026288953,-1,0,61.0,0,0.0,0.0
120204,200111,489,695.0,837.0,0.4014165,0.304707,0.31152228,0,0,61.0,0,0.0,0.0
120204,200202,-1155,-1648.0,-1759.0,-1.5183779,-0.97505105,-0.82672423,0,0,61.0,0,0.0,0.0
120207,200109,-270,-404.0,-66.0,-0.23100477,-0.21389191,-0.027697952,0,0,32.0,0,0.0,0.0
120207,200112,675,1079.0,423.0,0.50057113,0.49283716,0.16551444,0,0,32.0,0,0.0,0.0
120209,200107,1386,8693.0,10373.0,0.6042833,1.2400105,1.1585056,0,0,67.0,0,0.0,0.0
120209,200110,-1506,-8874.0,-10170.0,-0.67885196,-1.2924939,-1.1166308,0,0,67.0,600,0.0,0.0
120209,200201,-474,-392.0,-621.0,-0.36500448,-0.12409197,-0.13405101,0,0,67.0,0,600.0,0.0
120210,200108,-537,135.0,-92.0,-0.29931012,0.03577014,-0.020919362,0,0,40.5,0,0.0,0.0
120210,200111,188,-398.0,494.0,0.11525294,-0.10935948,0.107518114,0,0,40.5,600,0.0,0.0
120210,200202,-588,-963.0,-1434.0,-0.41623512,-0.32797188,-0.350855,0,0,41.0,0,600.0,0.0
120211,200109,-2025,-2450.0,-2147.0,-1.128101,-0.5767565,-0.44912437,0,0,48.5,0,0.0,0.0
120211,200112,175,174.0,-153.0,0.16602156,0.053933118,-0.041240178,0,0,49.0,0,0.0,0.0
120211,200203,390,990.0,1047.0,0.2933478,0.2613889,0.2531778,0,0,49.5,0,0.0,0.0
120212,200202,250,281.0,332.0,0.39318708,0.19141422,0.16423789,0,0,62.5,0,0.0,0.0
120214,200107,-570,-790.0,-962.0,-0.5338264,-0.26265672,-0.26510343,0,0,46.0,0,0.0,0.0
120214,200110,-3,-601.0,-586.0,-0.003719781,-0.25944078,-0.20446457,0,0,47.0,0,0.0,0.0
120214,200201,56,1346.0,1689.0,0.067252226,0.50885224,0.5031306,0,0,47.0,0,0.0,0.0
120215,200109,762,576.0,149.0,0.45792642,0.13500458,0.023900408,0,0,45.5,0,0.0,0.0
120215,200112,713,545.0,306.0,0.29548663,0.11287442,0.04736261,1,0,46.0,973,0.0,0.0
120215,200203,-303,420.0,44.0,-0.115095586,0.07904791,0.0066295257,0,0,46.5,0,973.0,0.0
120216,200108,38,-140.0,-439.0,0.030184977,-0.039165843,-0.10692741,0,0,48.0,0,0.0,0.0
120216,200111,-30,-139.0,82.0,-0.023754086,-0.040465426,0.020860588,0,0,48.5,600,0.0,0.0
120216,200202,-206,-324.0,-313.0,-0.18040033,-0.1012099,-0.08207986,0,0,49.0,0,600.0,0.0
120219,200108,133,-87.0,432.0,0.16821891,-0.046820495,0.18979236,0,0,69.0,0,0.0,0.0
120219,200111,386,727.0,623.0,0.37112188,0.3368657,0.22258317,0,0,70.0,300,0.0,0.0
120219,200202,-465,-974.0,-1370.0,-0.4675969,-0.48315024,-0.5777158,0,0,70.0,0,300.0,0.0
120220,200112,-311,-802.0,-978.0,-0.08693836,-0.13723874,-0.12877728,0,0,82.0,0,0.0,0.0
120220,200203,-1555,-1670.0,-2166.0,-0.6054059,-0.36572954,-0.3629582,0,0,82.0,0,0.0,0.0
120221,200109,500,210.0,118.0,0.51676196,0.101047434,0.040059667,0,0,48.0,0,0.0,0.0
120221,200112,-330,-378.0,-1042.0,-0.3097148,-0.18994781,-0.42580366,0,0,48.0,0,0.0,0.0
120221,200203,130,41.0,598.0,0.1336689,0.022435961,0.2659239,0,0,48.0,0,0.0,0.0
120222,200109,-191,25.0,-126.0,-0.108536735,0.0072327815,-0.033030525,0,0,39.0,0,0.0,0.0
120222,200112,1511,1268.0,1321.0,0.6455118,0.31153765,0.30164334,0,-1,39.0,600,0.0,0.0
120222,200203,-1959,-1863.0,-1733.0,-0.9587272,-0.49969923,-0.41796154,0,0,40.0,0,600.0,0.0
120223,200109,115,44.0,-190.0,0.22357918,0.036762703,-0.09786496,0,0,50.0,0,0.0,0.0
120223,200112,608,579.0,1029.0,0.7223338,0.3886441,0.44264412,0,0,50.0,300,0.0,0.0
120223,200203,-303,-429.0,-861.0,-0.2961783,-0.2725944,-0.35563272,0,0,50.0,0,300.0,0.0
120224,200108,65,161.0,184.0,0.10468117,0.1357872,0.13530149,0,0,80.0,0,0.0,0.0
120224,200111,-65,-55.0,-49.0,-0.10468117,-0.044344228,-0.034281075,0,0,80.0,0,0.0,0.0
120224,200202,65,-178.0,-174.0,0.10468117,-0.1586952,-0.13221045,0,0,80.0,0,0.0,0.0
120225,200109,-474,-184.0,-629.0,-0.5934685,-0.0902573,-0.27857536,1,-1,40.0,0,0.0,0.0
120225,200112,225,549.0,665.0,0.3254224,0.24828681,0.29239514,1,0,40.0,300,0.0,0.0
120225,200203,-45,-392.0,-188.0,-0.057158414,-0.17077455,-0.07437194,0,0,40.0,0,300.0,0.0
120226,200108,3334,6103.0,7748.0,0.42902178,0.544675,0.49261796,0,0,38.5,0,0.0,0.0
120226,200111,3297,1928.0,-459.0,0.29638118,0.12458008,-0.023312973,0,0,38.5,600,0.0,0.0
120226,200202,2370,3708.0,7814.0,0.16921808,0.203164,0.33757278,0,0,39.0,0,600.0,0.0
120227,200109,3786,4161.0,2313.0,1.3567299,0.7206764,0.27409324,0,0,62.5,600,0.0,0.0
120227,200112,-2609,-3666.0,-3348.0,-0.7167617,-0.60235786,-0.42620102,0,0,63.0,600,600.0,0.0
120227,200203,684,1722.0,1796.0,0.2427099,0.32799897,0.2508205,0,0,63.0,0,600.0,600.0
120229,200107,-70,362.0,280.0,-0.12861738,0.22425404,0.14594005,1,2,50.0,0,0.0,0.0
120229,200110,115,402.0,353.0,0.20334092,0.20137674,0.1580229,-1,0,50.0,0,0.0,0.0
120229,200201,-150,-122.0,-220.0,-0.27443683,-0.05694492,-0.09551724,1,0,51.0,0,0.0,0.0
120230,200109,405,483.0,1147.0,0.1606454,0.13749059,0.28423676,-1,0,47.5,0,0.0,0.0
120230,200112,480,1017.0,698.0,0.16202413,0.23939377,0.1402495,0,0,47.5,600,0.0,0.0
120230,200203,-1040,-1603.0,-1104.0,-0.39169315,-0.40882012,-0.23189943,0,0,48.5,0,600.0,0.0
120234,200108,165,105.0,40.0,0.13418393,0.04687312,0.013123548,0,0,41.0,0,0.0,0.0
120234,200111,91,53.0,252.0,0.066961385,0.022850746,0.0789389,0,0,41.0,400,0.0,0.0
120234,200202,-592,-363.0,-557.0,-0.54706144,-0.1681009,-0.18364774,0,0,42.0,0,400.0,0.0
120235,200109,-446,-356.0,-107.0,-0.424245,-0.20808598,-0.053741276,0,0,29.0,600,0.0,0.0
120237,200108,-223,-686.0,-225.0,-0.36941904,-0.45426857,-0.118841864,0,0,84.5,0,0.0,0.0
120237,200111,44,138.0,84.0,0.084503226,0.10945939,0.046035524,0,0,84.5,0,0.0,0.0
120237,200202,-89,-82.0,240.0,-0.17901212,-0.06358731,0.12093227,0,0,84.5,0,0.0,0.0
120238,200108,279,558.0,562.0,0.22154227,0.23714578,0.23865807,0,0,23.0,0,0.0,0.0
120238,200111,285,153.0,149.0,0.18481134,0.05627519,0.0547629,0,0,23.0,0,0.0,0.0
120239,200108,604,681.0,731.0,0.224476,0.14807245,0.14969125,0,0,50.5,0,0.0,0.0
120239,200111,-1585,-2309.0,-1744.0,-0.7499923,-0.6285834,-0.40299574,0,0,50.5,0,0.0,0.0
120239,200202,1581,1817.0,1692.0,0.7486599,0.52385145,0.3930568,0,0,51.0,0,0.0,0.0
120240,200108,-475,-626.0,69.0,-0.18553527,-0.17877138,0.012634059,0,0,74.5,0,0.0,0.0
120240,200111,-857,-1226.0,-1474.0,-0.45856714,-0.48347735,-0.31224126,0,0,74.5,600,0.0,0.0
120241,200108,-20,383.0,633.0,-0.021739986,0.18319607,0.26512745,0,0,28.0,0,0.0,0.0
120241,200111,-24,-484.0,-764.0,-0.026727648,-0.23767166,-0.33001778,0,0,28.5,600,0.0,0.0
120241,200202,59,294.0,294.0,0.064467974,0.15097809,0.14016238,0,0,28.5,0,600.0,0.0
120244,200109,-224,527.0,1438.0,-0.12551427,0.13129914,0.22976787,0,0,72.0,325,0.0,0.0
120244,200112,229,254.0,-858.0,0.12814377,0.057612304,-0.13066003,0,0,72.0,0,325.0,0.0
120244,200203,1486,1965.0,2976.0,0.576873,0.35984382,0.39483455,0,0,72.0,0,0.0,325.0
120245,200109,-126,-572.0,-612.0,-0.21734643,-0.5577491,-0.56545496,0,0,54.0,0,0.0,0.0
120245,200112,-66,-184.0,-211.0,-0.13601176,-0.27471173,-0.30396295,0,0,54.0,0,0.0,0.0
120245,200203,93,253.0,253.0,0.18672685,0.3609613,0.35482138,0,0,54.0,0,0.0,0.0
